THEME,TITLE,ARTIST,YEAR,SPOTIFY_URL
Heartbreak,"$1,000 Wedding",Gram Parsons,1974,http://open.spotify.com/track/53egTlbVDqNH2SRmZTknrC
Heartbreak,"Cold, Cold Heart",Hank Williams,1951,http://open.spotify.com/track/56KLeNPhvXXyXGQ9TEYDCC
Heartbreak,"Don’t Think Twice, It’s All Right",Bob Dylan,1963,http://open.spotify.com/track/0K9nDgwZnLpg8FFG732fcU
Heartbreak,"If You See Her, Say Hello",Bob Dylan,1975,http://open.spotify.com/track/16M0VBfpUnVkUfKknW1gar
Heartbreak,"Please, Please, Please Let Me Get What I Want",The Smiths,1984,""
Heartbreak,"So Long, Marianne",Leonard Cohen,1967,http://open.spotify.com/track/75uA4upcHXXxVfaY9eYdSK
Heartbreak,"The More You Ignore Me, The Closer I Get",Morrissey,1994,http://open.spotify.com/track/2ljH5Nxub9QIJ1WE1hsVU3
Heartbreak,(My Heart Is) Closed for the Season,Bettye Swann,1968,http://open.spotify.com/track/6AS7rbXQIE2cSCtNXg3RPm
Heartbreak,(The Best Part of) Breakin’ Up,The Ronettes,1964,""
Heartbreak,50 Ways to Leave Your Lover,Paul Simon,1975,http://open.spotify.com/track/2VrS8weZmIHO4LtRQibMvJ
Heartbreak,A Little Lost,Arthur Russell,1994,""
Heartbreak,A Man Needs a Maid,Neil Young,1972,http://open.spotify.com/track/09EdAJXci83YhVYUaZtLOw
Heartbreak,Against All Odds (Take a Look at Me Now),Phil Collins,1984,http://open.spotify.com/track/5b6vClAj7N7VFLXEso3hEY
Heartbreak,Ain’t No Sunshine,Bill Withers,1971,http://open.spotify.com/track/7u9s9Kn0J9U69J0qQV3E5M
Heartbreak,All Or Nothing,The Small Faces,1966,http://open.spotify.com/track/3NkE5aI8aPPnoG8w2xBwNF
Heartbreak,Always on My Mind,Elvis Presley,1972,http://open.spotify.com/track/7mm18MJI4UpSS2IfsId0qB
Heartbreak,Back for Good,Take That,1995,http://open.spotify.com/track/1cnoj3gWltCrWBZ77jZtmj
Heartbreak,Bed is For Sleeping,Bonnie ‘Prince’ Billy and Matt Sweeney,2005,""
Heartbreak,Beware of Young Girls,Dory Previn,1970,http://open.spotify.com/track/6G73YaSHMs0tP2gCNvSnjE
Heartbreak,Bleeding Love,Leona Lewis,2007,http://open.spotify.com/track/6LtPIXlIzPOTF8vTecYjRe
Heartbreak,Blue Monday,New Order,1983,http://open.spotify.com/track/6cxLRWPZQ6dmb0lJ5Ph8Tu
Heartbreak,Broken Heart,Spiritualized,1997,""
Heartbreak,Brown Skin Woman,Snooks Eaglin,1962,http://open.spotify.com/track/2wiwvZFyUOsqGZYlh0tffe
Heartbreak,Call Me on Your Way Back Home,Ryan Adams,2000,""
Heartbreak,Can’t Stand Losing You,The Police,1978,http://open.spotify.com/track/1VKbWRpwV2XXSJSZ2w534h
Heartbreak,Caught Out There,Kelis,1999,http://open.spotify.com/track/6UJbhZER5yrbaAG66rrr4Z
Heartbreak,Christine,The House of Love,1988,""
Heartbreak,Crazy For You,Madonna,1985,http://open.spotify.com/track/6idFcUh2Gc8wdtwuR0sfFN
Heartbreak,Crazy,Patsy Cline,1961,http://open.spotify.com/track/32EaJ4sUH4GrGfXulPltIi
Heartbreak,Crying,Roy Orbison,1961,http://open.spotify.com/track/3oVeLS6WNWf7tAGev4Y6vM
Heartbreak,D-I-V-O-R-C-E,Tammy Wynette,1968,""
Heartbreak,Daddy’s Gone,Glasvegas,2007,http://open.spotify.com/track/5Xkht48NOI9eirHjY7d87I
Heartbreak,Delilah,Tom Jones,1968,http://open.spotify.com/track/0hK0cOpYF3cLB49VbMa7AV
Heartbreak,Devil Got My Woman,Skip James,1931,http://open.spotify.com/track/0PIFpAuiiowI88mPS6KYsj
Heartbreak,Diamonds and Rust,Joan Baez,1975,http://open.spotify.com/track/5lZ4Dm9BBGcCBVbfzxnyCX
Heartbreak,Disintegration,The Cure,1989,http://open.spotify.com/track/65QOLZaDsPoJp6nDi7Ln4l
Heartbreak,Divorce Song,Liz Phair,1993,""
Heartbreak,Don’t Leave Me This Way,The Communards,1986,http://open.spotify.com/track/6G27JoyRv8Ly085NkPIRWB
Heartbreak,Don’t You Want Me?,The Human League,1981,http://open.spotify.com/track/5lmYpa6EaVAKAlwxMf7q5c
Heartbreak,Dry Your Eyes,The Streets,2004,http://open.spotify.com/track/1DlCpos9Lj8pK6cYMRjipp
Heartbreak,Either Side of the Same Town,Elvis Costello,2004,http://open.spotify.com/track/1TDyLMqyVcFnN4Gwb2Lk25
Heartbreak,Emily,Stephen Fretwell,2004,http://open.spotify.com/track/3xC8ffyrb46M2xoyiAZijA
Heartbreak,Ever Fallen in Love (With Someone You Shouldn’t’ve),Buzzcocks,1978,http://open.spotify.com/track/4JXtIl8MKQT9Q7XkVvWV2I
Heartbreak,Every Breath You Take,The Police,1983,http://open.spotify.com/track/0A4Btqar6Y5B4hfs9pZnSE
Heartbreak,Everybody Hurts,REM,1992,http://open.spotify.com/track/28AZM08WStiEXfqN065BvN
Heartbreak,Far From Me,Nick Cave,1997,http://open.spotify.com/track/6CjDPROOVDYN4v1JuidAJE
Heartbreak,Femme Fatale,The Velvet Underground and Nico,1967,http://open.spotify.com/track/63uM3G418omzGOIT9ltPmt
Heartbreak,Flume,Bon Iver,2008,http://open.spotify.com/track/6WlS5FP9XcB410zta3C67v
Heartbreak,Give Me the Reason,Luther Vandross,1986,http://open.spotify.com/track/54yoy5MG6SVPB5wdneXAW7
Heartbreak,Go Your Own Way,Fleetwood Mac,1977,http://open.spotify.com/track/5qg6DB7nxilzxxzalcpNU3
Heartbreak,Gold Digger,Kanye West,2005,http://open.spotify.com/track/5sSxgpqqZEAdwfRYVze4fU
Heartbreak,Goodbye,Steve Earle,1996,""
Heartbreak,He Hit Me (And it Felt Like a Kiss),The Crystals,1962,""
Heartbreak,He Wasn’t Man Enough,Toni Braxton,2000,http://open.spotify.com/track/2uHlwcSyNpekOl9EybwVaU
Heartbreak,Heart of Glass,Blondie,1978,http://open.spotify.com/track/0a4agFmqHXxcZl1nho1BxM
Heartbreak,How Can You Mend a Broken Heart,Al Green,1972,""
Heartbreak,I Guess That’s Why They Call it the Blues,Elton John,1983,http://open.spotify.com/track/4mno8GjYUVPW8rNgJsWLx6
Heartbreak,I Heard it Through the Grapevine,Marvin Gaye,1967,http://open.spotify.com/track/27m1soUndRthrAA1ediOXn
Heartbreak,I Hope You’re Happy Now,Elvis Costello and the Attractions,1986,http://open.spotify.com/track/0lJeIRRrwRmnkRWpjai96c
Heartbreak,I Just Don’t Know What to Do With Myself,Dusty Springfield,1964,http://open.spotify.com/track/4qrEIcw64kbDgSK5QRkkAC
Heartbreak,I Know It’s Over,The Smiths,1986,""
Heartbreak,I Still Miss Someone,Johnny Cash,1959,http://open.spotify.com/track/17ULcItopPiilP1gIPrJvR
Heartbreak,I Want You Back,The Jackson 5,1970,http://open.spotify.com/track/2nPXRL8SX00vl9zeQHMSQp
Heartbreak,I Want You,Elvis Costello and the Attractions,1986,http://open.spotify.com/track/4LBnvKaSC9RqnFYA0LDIGt
Heartbreak,I Will Survive,Gloria Gaynor,1978,http://open.spotify.com/track/1lBbC5ez7W0VgrRGGeybTY
Heartbreak,Idiot Wind,Bob Dylan,1975,http://open.spotify.com/track/6M4ch4i9qn5uWVrEeMGn9i
Heartbreak,Is She Really Going Out With Him?,Joe Jackson,1978,http://open.spotify.com/track/3P97XnD4osOqR4lRPalNPV
Heartbreak,It Was Jealousy,Ann Peebles,1976,""
Heartbreak,It’s All in the Game,Van Morrison,1979,http://open.spotify.com/track/4LPR6jSlFTTHavQVaYLfXR
Heartbreak,It’s My Party,Lesley Gore,1963,http://open.spotify.com/track/4sR3U7qQAai4CI0q4zHlRW
Heartbreak,It’s Too Late,Carole King,1971,http://open.spotify.com/track/5bl6wYKQnPmHYO7DbF1mg7
Heartbreak,I’d Rather Go Blind,Etta James,1969,http://open.spotify.com/track/2xxX1FmYQk7P0I5stRyNsT
Heartbreak,Jaan Pehechaan Ho,Mohammed Rafi,1965,http://open.spotify.com/track/6o1fs0vkkFGT8lSkMAXe1o
Heartbreak,Jealous Guy,John Lennon,1971,""
Heartbreak,Jolene,Dolly Parton,1973,http://open.spotify.com/track/5fdhThPDe6jQQDqCyWrdAn
Heartbreak,Just Like a Woman,Bob Dylan,1966,http://open.spotify.com/track/6M5KL0LxCvXGr3j2mN4wE1
Heartbreak,Katie Cruel,Karen Dalton,1971,""
Heartbreak,Last Nite,The Strokes,2001,http://open.spotify.com/track/7kzKAuUzOITUauHAhoMoxA
Heartbreak,Layla,Derek and the Dominos,1970,http://open.spotify.com/track/1KDsONFxp3YtnJTaLeWFIi
Heartbreak,Left Only With Love,Smog,1998,""
Heartbreak,Let Me Down Easy,Bettye LaVette,1965,http://open.spotify.com/track/0MvsfFXD0XkeOcPUOO5XaH
Heartbreak,Letter to Hermione,David Bowie,1969,http://open.spotify.com/track/13YcDQxaOktczzQBliAISJ
Heartbreak,Lola,The Kinks,1970,http://open.spotify.com/track/191w1gNvwUI55Pk6PcVvMx
Heartbreak,Love Hurts,Gram Parsons with Emmylou Harris,1974,http://open.spotify.com/track/51sT9Y2lXJocjVUhA5NFK1
Heartbreak,Love Will Tear Us Apart,Joy Division,1980,http://open.spotify.com/track/2JO3HwMRPeya8bXbtbyPcf
Heartbreak,Lua,Bright Eyes,2005,http://open.spotify.com/track/5bGoxCHvVavcFeQnI6NvUz
Heartbreak,Maggie May,Rod Stewart,1971,http://open.spotify.com/track/5bnmFqpNi0JsOUQgQaGtzC
Heartbreak,Make it Easy on Yourself,The Walker Brothers,1965,http://open.spotify.com/track/5RT0MynLRywe8D3UHJ4UNG
Heartbreak,Missing (Todd Terry remix),Everything But the Girl,1995,http://open.spotify.com/track/0Y11QzoiLpdhPHAFcSJH9i
Heartbreak,Mr Brightside,The Killers,2003,http://open.spotify.com/track/4ZefAE6wZ6BEATniPk4DWI
Heartbreak,My Very Best,Elbow,2006,""
Heartbreak,Never Ever,All Saints,1997,http://open.spotify.com/track/7ziHnshbknkpFLDW5yGBjO
Heartbreak,No Children,The Mountain Goats,2003,http://open.spotify.com/track/6KyyTheVmJZsNdqwOj0MR3
Heartbreak,No Regrets,Robbie Williams,1998,http://open.spotify.com/track/2h4Lh23FF8OQ8uGBnOdepy
Heartbreak,No Scrubs,TLC,1999,http://open.spotify.com/track/5iJUGd5boRXsCmW00B3Mtq
Heartbreak,Nobody Does it Better,Carly Simon,1977,http://open.spotify.com/track/240vi0Gt8ZOdPwC1PbzfUJ
Heartbreak,Nothing Compares 2 U,Sinead O’Connor,1990,http://open.spotify.com/track/07iHAswcApphvyllRDQrEa
Heartbreak,One Way Or Another,Blondie,1979,http://open.spotify.com/track/5Q7cE6wGHMehLFo2ppkk5D
Heartbreak,Only the Lonely,Frank Sinatra,1958,http://open.spotify.com/track/3il33mhbtAFCpdBNvNyymr
Heartbreak,Piece of My Heart,Janis Joplin and Big Brother and the Holding Company,1968,http://open.spotify.com/track/3zfJeCCx1uDHzPNReiGqS6
Heartbreak,Please Give Me Something,Bill Allen and the Backbeats,1958,http://open.spotify.com/track/66auDFwg9lKmIYGQzEwHn5
Heartbreak,Repetition,David Bowie,1979,http://open.spotify.com/track/6Q4S1KWuAg082DHm6BsazJ
Heartbreak,Ruby’s Arms,Tom Waits,1980,http://open.spotify.com/track/0YUvSNoGzYp67QjLOmzVnW
Heartbreak,Sad Song,Lou Reed,1973,""
Heartbreak,Say You Will,Kanye West,2008,http://open.spotify.com/track/57wUNWELIZOReROLzol83e
Heartbreak,She’s Gone,Halls and Oates,1973,""
Heartbreak,She’s Your Lover Now,Bob Dylan,1966,http://open.spotify.com/track/0TUtCqkeaNlR71xerbm6Xo
Heartbreak,Should I Stay Or Should I Go,The Clash,1982,http://open.spotify.com/track/0uwXVXNfzPJtpv3iCBAgDD
Heartbreak,Since U Been Gone,Kelly Clarkson,2004,http://open.spotify.com/track/07r3phrnaEUfoaauHHQXj6
Heartbreak,Some Things Last a Long Time,Daniel Johnston,1990,""
Heartbreak,Stronger Than Me,Amy Winehouse,2003,http://open.spotify.com/track/5Q8nk53ZSOoCCoMHcyUj8X
Heartbreak,Stupid Girl,The Rolling Stones,1966,http://open.spotify.com/track/1jlF5p7TTVhT1pvk1jdxZz
Heartbreak,Substitute,The Who,1966,http://open.spotify.com/track/6AtYt0gDIi6I38fOfkV31y
Heartbreak,Suspicious Minds,Elvis Presley,1969,http://open.spotify.com/track/21uqk0VElbm5bxCNTR3E6M
Heartbreak,Tainted Love,Gloria Jones,1964,""
Heartbreak,Tangled up in Blue,Bob Dylan,1975,http://open.spotify.com/track/3fSmfeHzyp33FHpVKqavaw
Heartbreak,Tears Are Not Enough,ABC,1981,http://open.spotify.com/track/1DsmvwImEiDU0tLMOvOJZD
Heartbreak,The Boy Done Wrong Again,Belle and Sebastian,1996,http://open.spotify.com/track/4lNs7YerSrW3dxxWHDRSIs
Heartbreak,The Killing Moon,Echo and the Bunnymen,1984,http://open.spotify.com/track/15049rGLXHwrWtE4euUb5C
Heartbreak,The One I Love,REM,1987,http://open.spotify.com/track/3k5BXtsudQFynAlzYIzCgF
Heartbreak,The Scientist,Coldplay,2002,http://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
Heartbreak,The Thrill is Gone,BB King,1969,http://open.spotify.com/track/2l9eWSE3Tupp0ArEDo45eB
Heartbreak,The Winner Takes It All,Abba,1980,http://open.spotify.com/track/1g1RLXmuXu7HpMA6gmiYve
Heartbreak,To Cry About,Mary Margaret O’Hara,1988,""
Heartbreak,Under My Thumb,The Rolling Stones,1966,http://open.spotify.com/track/4H5hI3u6LmIRlXnWR89opX
Heartbreak,Ur So Gay,Katy Perry,2007,http://open.spotify.com/track/5monag19nA467DCEUmE7Lq
Heartbreak,Use Me,Bill Withers,1972,http://open.spotify.com/track/7bIC3bWre8rInwCizxLMPQ
Heartbreak,Walk on By,Dionne Warwick,1964,http://open.spotify.com/track/6xS9VDmREYFio4BNGFImjc
Heartbreak,Warwick Avenue,Duffy,2008,http://open.spotify.com/track/5Og47k4AHrotP2QP36p5iO
Heartbreak,Weightless Again,The Handsome Family,1998,""
Heartbreak,What Becomes of the Broken Hearted,Jimmy Ruffin,1966,http://open.spotify.com/track/019nGMMof2yYp0zIdnbxSV
Heartbreak,When Doves Cry,Prince,1984,http://open.spotify.com/track/5OLaGD9QaSn2pRmBr6hYqb
Heartbreak,Where Did Our Love Go?,The Supremes,1964,http://open.spotify.com/track/6yz8hKpO3s2byra8Et3w9x
Heartbreak,Where Were You,Vic Chesnutt,1991,""
Heartbreak,Why’d Ya Do It?,Marianne Faithfull,1979,http://open.spotify.com/track/1XZLci5bjgHM5LC1Xs1cQe
Heartbreak,With Or Without You,U2,1987,http://open.spotify.com/track/2JZfTvWWtpaE8NohqRXqFr
Heartbreak,Without You,Badfinger,1970,http://open.spotify.com/track/5GFV9C9D7EztSc0bMzF9ss
Heartbreak,Yes,McAlmont and Butler,1995,http://open.spotify.com/track/6joAGL5IuD66Qgcz049ObW
Heartbreak,You Don’t Have to Say You Love Me,Dusty Springfield,1966,http://open.spotify.com/track/2djMjbwwD6aeN029drEul0
Heartbreak,You Don’t Know My Name,Alicia Keys,2003,http://open.spotify.com/track/212BdBPNXcHSPyKtXMiiFF
Heartbreak,You Keep Me Hangin’ On,The Supremes,1966,http://open.spotify.com/track/6tLPgXlqugmn2XfNnmGoVp
Heartbreak,You Know I’m No Good,Amy Winehouse,2006,http://open.spotify.com/track/0u8ekDfiPVBsju2LBLvDvI
Heartbreak,You’re So Vain,Carly Simon,1972,http://open.spotify.com/track/46aRTYYXkN8ok6fnv9ljvr
Heartbreak,You’ve Got to Hide Your Love Away,The Beatles,1965,""
Heartbreak,You’ve Lost That Lovin’ Feelin’,The Righteous Brothers,1964,http://open.spotify.com/track/4Y7jrcaXsSFyf5g4YLcAaB
Life and death,"Annie, I’m Not Your Daddy",Kid Creole and the Coconuts,1982,http://open.spotify.com/track/5paJLghWSGmEf6sY7LeYel
Life and death,"Another Brick in the Wall, Part II",Pink Floyd,1979,""
Life and death,"Glory Hallelujah, How They’ll Sing",Bobbie Gentry,1969,""
Life and death,(Sittin’ On) The Dock of the Bay,Otis Redding,1968,http://open.spotify.com/track/0y8h1AJzI4y7UxzX5xdVpo
Life and death,100%,Sonic Youth,1992,http://open.spotify.com/track/22FuG2QEbazTAzzSBOULk4
Life and death,23 Years Ago,Paul Westerberg,2004,http://open.spotify.com/track/40C20xZeOnu64jvXMTJ1ZL
Life and death,9 to 5,Dolly Parton,1980,http://open.spotify.com/track/5UWYJWoVXRpaLuzzXmHqg8
Life and death,All Things Must Pass,George Harrison,1970,""
Life and death,Alone Again (Naturally),Gilbert O’Sullivan,1972,""
Life and death,Alone Again Or,Love,1967,http://open.spotify.com/track/6hXHOrhKW9dgQt35Mc5dCb
Life and death,Bert Jansch,Needle of Death,1965,http://open.spotify.com/track/2Er04cz8zf7sjBd2e3v54g
Life and death,Bertie,Kate Bush,2005,http://open.spotify.com/track/1DoPTuunqTabblM4DTXBUT
Life and death,Black Eyed Dog,Nick Drake,1986,http://open.spotify.com/track/5QU5nNPIPvNS0NtWLNfcuO
Life and death,Blue Öyster Cult,(Don’t Fear) The Reaper,1976,http://open.spotify.com/track/2NL4BBBSgypHnxUKmQdYcT
Life and death,Cher,If I Could Turn Back Time,1989,http://open.spotify.com/track/0A8HK5hV5SgywiKKrBPKDU
Life and death,Chris Bell,Look Up,1974,""
Life and death,C’mon Everybody,Eddie Cochran,1958,http://open.spotify.com/track/1q2JUOBJqs0ezWvf0Rkm4f
Life and death,Dead Homiez,Ice Cube,1990,http://open.spotify.com/track/69lcL9wMsC5TX0gtSZxX8h
Life and death,Death Is Not the End,Bob Dylan,1988,""
Life and death,Don’t You Worry ‘Bout a Thing,Stevie Wonder,1973,""
Life and death,Dream On,Aerosmith,1973,http://open.spotify.com/track/2WZbjDTXP78H9xq58cnSWF
Life and death,Dress Sexy at My Funeral,Smog,2000,""
Life and death,Ebony Eyes,The Everly Brothers,1961,http://open.spotify.com/track/4eZfC3Dda1SNsNAgMxoKXN
Life and death,Every Grain of Sand,Bob Dylan,1981,""
Life and death,Exit,U2,1987,http://open.spotify.com/track/7EyUsCwlxmxIib6CWWSo76
Life and death,Fade to Black,Metallica,1984,""
Life and death,Fat As a Fiddle,Chris Difford,2008,""
Life and death,Feel It (In the Air Tonight),Naturally 7,2006,http://open.spotify.com/track/5tr7iRvlbeXhJxCsYpleIb
Life and death,Feeling Good,Nina Simone,1965,http://open.spotify.com/track/0XaVWd4MhlnxT6uUpFV501
Life and death,Fisherman,The Congos,1977,http://open.spotify.com/track/00m6N23ZTNEtsg65N1WcDV
Life and death,Fluorescent Adolescent,Arctic Monkeys,2007,http://open.spotify.com/track/1ng9LjmY5V6Wzk9HJqB9FI
Life and death,Forever Young,Bob Dylan,1974,http://open.spotify.com/track/1xOqdmOQsvP0dwZL5d46WA
Life and death,Frankie and Johnny,Mae West,1928,""
Life and death,Gallows Pole,Led Zeppelin,1970,""
Life and death,Germ Free Adolescents,X-Ray Spex,1978,http://open.spotify.com/track/0h0TIuu7EHy43Cw3aEETjF
Life and death,Gloomy Sunday,Billie Holiday,1941,http://open.spotify.com/track/3kksPdaT31d5IcoP6GPu5I
Life and death,Glory Box,Portishead,1994,http://open.spotify.com/track/1kP7mnqqSsCxmIqHnr2m20
Life and death,God,John Lennon,1970,""
Life and death,God’s Song (That’s Why I Love Mankind),Randy Newman,1972,http://open.spotify.com/track/0gvmUlKbABaYKEtOV40aA8
Life and death,Goin’ Back,The Byrds,1968,http://open.spotify.com/track/27sI9GC4xswPEHxBDZU7lZ
Life and death,Good Life,Inner City,1988,http://open.spotify.com/track/5sJiLlgQKBL81QCTOkoLB5
Life and death,Grandma’s Hands,Bill Withers,1971,http://open.spotify.com/track/1qfDfZAvrkSAFrAR2FTQDv
Life and death,Gun Shot,Anthony Johnson,1982,http://open.spotify.com/track/2H6mTlLxYjy4rMh2Rblvs5
Life and death,Hail Mary,Tupac - as Makaveli,1997,http://open.spotify.com/track/2jNlqJV2GnmKosuuvJS8RY
Life and death,Happiness,The Blue Nile,1996,http://open.spotify.com/track/4QNFOoqcwSW0gH9JURiPnV
Life and death,Here I Come,Barrington Levy,1985,http://open.spotify.com/track/4oKntjpTrsvHoQSCv6SxPV
Life and death,Hey Joe,The Jimi Hendrix Experience,1966,http://open.spotify.com/track/4wCeZzV2w2s7QwNRZQRDhU
Life and death,I Ain’t Mad at Cha,Tupac,1996,http://open.spotify.com/track/5IruGb6BKWcB7hpPnj4YQO
Life and death,I Hear Voices,Screamin’ Jay Hawkins,1962,http://open.spotify.com/track/5kM2F1fbpN9wPhYhVOPDTv
Life and death,I Seen a Man Die,Scarface,1994,""
Life and death,In My Room,The Beach Boys,1963,http://open.spotify.com/track/0sL9QSjcOMNdU829l7pNb0
Life and death,Iron Maiden,The Number of the Beast,1982,http://open.spotify.com/track/7gs3FWszkPUxBogi7oyt1y
Life and death,It Was a Very Good Year,Frank Sinatra,1965,http://open.spotify.com/track/5lDcHK1FUDAQnMrvMGsGvA
Life and death,I’m On My Way to a Better Place,Chairmen of the Board,1972,""
Life and death,I’m So Lonesome I Could Cry,Hank Williams,1949,http://open.spotify.com/track/3bAWaK1KyeFpww4xK8ztyO
Life and death,Jesus,The Velvet Underground,1969,http://open.spotify.com/track/030AxdYEncwjWPZGEL2fDa
Life and death,Killing an Arab,The Cure,1978,http://open.spotify.com/track/4kE10gVBAweSufT8XOcdWv
Life and death,King Creosote,My Favourite Girl,2005,http://open.spotify.com/track/4oBGNxAAZzpPh1FiA6BPxj
Life and death,Knockin’ On Heaven’s Door,Bob Dylan,1973,http://open.spotify.com/track/0BemTX3XUeTyL8UgICqjkj
Life and death,Knoxville Girl,The Louvin Brothers,1959,http://open.spotify.com/track/4MEyZH8XHQUd0vieDbOa6O
Life and death,Kooks,David Bowie,1971,http://open.spotify.com/track/4t1XVKQQxxutKSQxBU1ajq
Life and death,La Tristesse Durera (Scream to a Sigh),Manic Street Preachers,1993,http://open.spotify.com/track/0OqifMNuR0aWjFoQThlVAZ
Life and death,Life’s a Bitch,Nas,1994,http://open.spotify.com/track/6s9Nl0vMsUhdYO1fbmrGQO
Life and death,Lithium,Nirvana,1991,http://open.spotify.com/track/2DrEeo4eMULdAVe1U7P9PB
Life and death,Lonelier Than This,Steve Earle,2000,""
Life and death,Losing My Edge,LCD Soundsystem,2002,http://open.spotify.com/track/57QpgJA1yNN5DyhYaN4x4p
Life and death,Madness,Baggy Trousers,1980,""
Life and death,Martha,Tom Waits,1973,http://open.spotify.com/track/2r0SdO3iOO3dmmVUdwzwzD
Life and death,May You Never,John Martyn,1973,http://open.spotify.com/track/47qIZIE8m5zcjmpJL7DSS9
Life and death,Me and Julio Down By the Schoolyard,Paul Simon,1972,http://open.spotify.com/track/1XU3s83WnD0EZh6KZHNLEX
Life and death,Message in a Bottle,The Police,1979,http://open.spotify.com/track/33MxZySx17wtJmXUeQwrdG
Life and death,Mind Playing Tricks On Me,Geto Boys,1991,""
Life and death,Mo Money Mo Problems,The Notorious BIG,1997,http://open.spotify.com/track/2XncSBceg7BwEpbWVI6FLi
Life and death,Moon On Your Pyjamas,Paul Weller,1993,""
Life and death,Ms Jackson,OutKast,2000,http://open.spotify.com/track/7KAERELHmBqhdmVJHcgSrb
Life and death,My Death,Scott Walker,1967,http://open.spotify.com/track/4mL9NVLLrBJz1kmrM2M5qd
Life and death,My Favorite Things,John Coltrane Quartet,1961,http://open.spotify.com/track/5bKWHp2AY6aMtYMBVBL21F
Life and death,My Son Calls Another Man Daddy,Hank Williams,1950,http://open.spotify.com/track/5wZhj1LcXztboIh3T1VgMw
Life and death,My Three Sons,Elvis Costello and the Imposters,2008,http://open.spotify.com/track/42dcvzRNIHgvWpKhjyTOlL
Life and death,Neil Young,Old Man,1972,http://open.spotify.com/track/2AylP2SrOxus7LieLnzUQG
Life and death,Never Get Old,David Bowie,2003,""
Life and death,No Surrender,Bruce Springsteen,1984,http://open.spotify.com/track/5eMjyo7t0lAl5PobsAqSe2
Life and death,Not On Top,Herman Düne,2005,""
Life and death,O Death,Ralph Stanley,2000,""
Life and death,Oasis,Live Forever,1994,""
Life and death,Once in a Lifetime,Talking Heads,1980,http://open.spotify.com/track/7CIYGsVYYqUyNnwmU2bc32
Life and death,One,U2,1992,http://open.spotify.com/track/4lnFwlk4m7hhFHCWmMbLqW
Life and death,Paint it Black,The Rolling Stones,1966,http://open.spotify.com/track/29njOUf53Vc91WEeya44vO
Life and death,Paranoid Android,Radiohead,1997,http://open.spotify.com/track/2EuMREhmnIPQFaqXUH5yPu
Life and death,Paranoid,Black Sabbath,1970,http://open.spotify.com/track/7eWOuDHQOa6lNLLtQSMIdN
Life and death,Personal Jesus,Depeche Mode,1989,http://open.spotify.com/track/70CZdyut5PuhQWgf1lkGXX
Life and death,Piss Factory,Patti Smith,1974,http://open.spotify.com/track/4jue8yd6Ct7191KkADXyzO
Life and death,Psycho Killer,Talking Heads,1977,http://open.spotify.com/track/1F9RobwaMi1mimBs0hW3kB
Life and death,Regulate,Warren G and Nate Dogg,1994,http://open.spotify.com/track/5EEOjaJyWvfMglmEwf9bG3
Life and death,Rufus Is a Tit Man,Loudon Wainwright III,1975,http://open.spotify.com/track/7ELRQhh1oVMPQCPUiUqrvH
Life and death,Safe from Harm,Massive Attack,1991,http://open.spotify.com/track/0Nj4Fadx3sCE0QtBvHKDhM
Life and death,Satan,Orbital,1991,""
Life and death,Satta Massagana,Abyssinians,1971,http://open.spotify.com/track/27adNyPtau6RYDGsUbXEo4
Life and death,Save the Children,Marvin Gaye,1971,http://open.spotify.com/track/5k2Q94JSvf3gpYIibSz8I4
Life and death,School’s Out,Alice Cooper,1972,http://open.spotify.com/track/1ad6vKBg5pzyM9oCQ0M9Fg
Life and death,Seasons in the Sun,Terry Jacks,1974,""
Life and death,So Nice (Summer Samba),Astrud Gilberto,1966,http://open.spotify.com/track/155rAbTUh7q24pynaJsQLu
Life and death,Someone Great,LCD Soundsystem,2007,http://open.spotify.com/track/2VGDntFPvgvqSiUf9ITEfW
Life and death,Sour Times,Portishead,1994,http://open.spotify.com/track/0vKW55N3nrlWCD4U3YTwaH
Life and death,Spirit in the Sky,Norman Greenbaum,1969,""
Life and death,St James Infirmary Blues,Louis Armstrong,1928,http://open.spotify.com/track/7J76OkHtp3A7ufswzoXdT1
Life and death,Stagger Lee,Lloyd Price,1958,http://open.spotify.com/track/3CrbWMJbTlI9T4pB7p5J35
Life and death,Stuck Between Stations,The Hold Steady,2006,http://open.spotify.com/track/4wp6Zi8ugh2aso4J3XnXln
Life and death,Suicidal Thoughts,The Notorious BIG,1994,http://open.spotify.com/track/5k8VqtBhkbAYakV5ZEFYNo
Life and death,Summertime,Ella Fitzgerald,1959,http://open.spotify.com/track/6igoGVFPInRBwkf4YawNRu
Life and death,Sunshine Superman,Donovan,1966,http://open.spotify.com/track/6HPxuDcDYHPAfyxIm796Cd
Life and death,Teen Angel,Mark Dinning,1959,""
Life and death,That’ll Be the Day,The Crickets,1957,http://open.spotify.com/track/1EsziXsEVchm2bueFMIzax
Life and death,The End of the Rainbow,Richard and Linda Thompson,1974,http://open.spotify.com/track/4A1SdZ4anubLlSu1NRtQuZ
Life and death,The Lonesome Death of Hattie Carroll,Bob Dylan,1964,""
Life and death,The Mercy Seat,Nick Cave and the Bad Seeds,1988,http://open.spotify.com/track/7i4motUtsM4VFIH5XEPJRR
Life and death,These Important Years,Hüsker Dü,1987,http://open.spotify.com/track/3a70lhNaUyjEFp8LKlMpxU
